heading,word1UI,word1,word2UI,word2
,D017328,fosinopril,D000959,anti-hipertensivos
,D017329,triptorrelina,D008186,luteolíticos
,D017330,remoxiprida,D014150,antipsicóticos
,D017332,cetirizina,D018926,antialérgicos
,D017334,teicoplanina,D000900,antibacterianos
,D017335,enoximona,D002316,cardiotônicos
,D017335,enoximona,D014665,vasodilatadores
,D017336,loratadina,D000982,antipruriginosos
,D017336,loratadina,D018926,antialérgicos
,D017338,cladribina,D000970,antineoplásicos
,D017338,cladribina,D007166,imunossupressores
,D017341,etanidazol,D000970,antineoplásicos
,D017341,etanidazol,D011838,radiossensibilizantes
,D017409,sufentanil,D009294,entorpecentes
,D017485,1-desoximanojirimicina,D000998,antivirais
,D017576,daptomicina,D000900,antibacterianos
,D017706,lisinopril,D000959,anti-hipertensivos
,D017706,lisinopril,D002316,cardiotônicos
,D017762,nadroparina,D000925,anticoagulantes
,D017762,nadroparina,D005343,fibrinolíticos
,D017828,rifabutina,D000900,antibacterianos
,D017829,granisetron,D000932,antieméticos
,D017830,octoxinol,D000934,antiespumantes
,D017830,octoxinol,D003902,detergentes
,D017830,octoxinol,D005079,excipientes
,D017830,octoxinol,D013089,espermicidas
,D017830,octoxinol,D013501,tensoativos
,D017835,nedocromil,D000893,anti-inflamatórios
,D017835,nedocromil,D018926,antialérgicos
,D017835,nedocromil,D018927,antiasmáticos
,D017963,azitromicina,D000900,antibacterianos
,D017964,itraconazol,D000935,antifúngicos
,D017984,enoxaparina,D000925,anticoagulantes
,D017984,enoxaparina,D005343,fibrinolíticos
,D017985,dalteparina,D000925,anticoagulantes
,D017985,dalteparina,D005343,fibrinolíticos
,D018119,estavudina,D000963,antimetabólitos
,D018170,sumatriptana,D014662,vasoconstritores
,D018723,urecolina,D010277,parassimpatomiméticos
,D018738,hexametônio,D000959,anti-hipertensivos
,D018817,"n-metil-3,4-metilenodioxianfetamina",D006213,alucinógenos
,D018817,"n-metil-3,4-metilenodioxianfetamina",D018490,serotoninérgicos
,D018818,fenoldopam,D000959,anti-hipertensivos
,D018818,fenoldopam,D014665,vasodilatadores
,D018822,alfa-endorfina,D018377,neurotransmissores
,D018823,gama-endorfina,D018377,neurotransmissores
,D018967,risperidona,D014150,antipsicóticos
,D018999,charibdotoxina,D009498,neurotoxinas
,D019297,"2,4-dinitrofenol",D004396,corantes
,D019297,"2,4-dinitrofenol",D014475,desacopladores
,D019782,riluzol,D000927,anticonvulsivantes
,D019797,3-iodobenzilguanidina,D000970,antineoplásicos
,D019800,fenol,D004202,desinfetantes
,D019806,cromakalim,D000959,anti-hipertensivos
,D019806,cromakalim,D001993,broncodilatadores
,D019806,cromakalim,D010276,parassimpatolíticos
,D019806,cromakalim,D014665,vasodilatadores
,D019808,losartan,D000889,antiarrítmicos
,D019808,losartan,D000959,anti-hipertensivos
,D019813,"1,2-dimetilidrazina",D000477,alquilantes
,D019813,"1,2-dimetilidrazina",D002273,carcinógenos
,D019813,"1,2-dimetilidrazina",D009153,mutagênicos
,D019819,budesonida,D000893,anti-inflamatórios
,D019819,budesonida,D001993,broncodilatadores
,D019819,budesonida,D005938,glucocorticoides
,D019821,sinvastatina,D000924,anticolesterolemiantes
,D019821,sinvastatina,D000960,hipolipemiantes
,D019824,beta-msh,D006728,hormônios
,D019825,gama-msh,D006728,hormônios
,D019830,adenosina-5'-,D000970,antineoplásicos
,D019830,adenosina-5'-,D014665,vasodilatadores
,D019832,n-metilescopolamina,D010276,parassimpatolíticos
,D019833,genisteína,D016588,anticarcinógenos
,D019833,genisteína,D048789,fitoestrógenos
,D019840,2-propanol,D012997,solventes
,D019900,,D000959,anti-hipertensivos
,D019946,propilenoglicol,D012997,solventes
,D020003,1-octanol,D012997,solventes
,D020032,tirfostinas,D000970,antineoplásicos
,D020105,milrinona,D002316,cardiotônicos
,D020105,milrinona,D014665,vasodilatadores
,D020108,nicorandil,D000889,antiarrítmicos
,D020108,nicorandil,D000959,anti-hipertensivos
,D020108,nicorandil,D014665,vasodilatadores
,D020110,pinacidil,D000959,anti-hipertensivos
,D020110,pinacidil,D014665,vasodilatadores
,D020117,cisaprida,D000897,antiulcerosos
,D020123,sirolimo,D000900,antibacterianos
,D020123,sirolimo,D000935,antifúngicos
,D020123,sirolimo,D007166,imunossupressores
,D020280,sertralina,D000928,antidepressivos
,D020442,poloxâmeros,D005079,excipientes
,D020442,poloxâmeros,D013501,tensoativos
,D020682,cefixima,D000900,antibacterianos
,D020748,mibefradil,D000959,anti-hipertensivos
,D020748,mibefradil,D014665,vasodilatadores
,D020875,ala,D000889,antiarrítmicos
,D020875,ala,D018377,neurotransmissores
,D020881,d-penicilina,D018377,neurotransmissores
,D020887,selenito,D014131,oligoelementos
,D020888,vigabatrina,D000927,anticonvulsivantes
,D020888,vigabatrina,D018682,gabaérgicos
,D020889,rolipram,D000928,antidepressivos
,D020891,racloprida,D014150,antipsicóticos
,D020912,moclobemida,D000928,antidepressivos
,D020913,perindopril,D000959,anti-hipertensivos
,D020916,conotoxinas,D009498,neurotoxinas
,D020960,ômega-conotoxinas,D009498,neurotoxinas
,D023082,defensinas,D000890,anti-infecciosos
,D023083,beta-defensinas,D000890,anti-infecciosos
,D023084,alfa-defensinas,D000067531,alarminas
,D023084,alfa-defensinas,D000890,anti-infecciosos
,D023303,oxazolidin-2-ona,D000890,anti-infecciosos
,D024503,beta-tocoferol,D000975,antioxidantes
,D024503,beta-tocoferol,D014815,vitaminas
,D024504,gama-tocoferol,D000975,antioxidantes
,D024504,gama-tocoferol,D014815,vitaminas
,D024505,tocoferóis,D000975,antioxidantes
,D024505,tocoferóis,D014815,vitaminas
,D024508,tocotrienóis,D000975,antioxidantes
,D024508,tocotrienóis,D014815,vitaminas
,D024841,fluoroquinolonas,D000900,antibacterianos
,D025361,estreptograminas,D000900,antibacterianos
,D025442,di-hidroergocristina,D014665,vasodilatadores
,D025443,di-hidroergocriptina,D014665,vasodilatadores
,D025761,micamicina,D000900,antibacterianos
,D025762,pristinamicina,D000900,antibacterianos
,D026023,permetrina,D007306,inseticidas
,D026403,s-nitrosotióis,D000890,anti-infecciosos
,D026403,s-nitrosotióis,D001993,broncodilatadores
,D026403,s-nitrosotióis,D014665,vasodilatadores
,D026422,s-nitrosoglutationa,D000890,anti-infecciosos
,D026422,s-nitrosoglutationa,D001993,broncodilatadores
,D026422,s-nitrosoglutationa,D014665,vasodilatadores
,D026423,s-nitroso-n-acetilpenicilamina,D014665,vasodilatadores
,D036625,stevia,D013549,edulcorantes
,D037341,fumonisinas,D011042,venenos
,D037621,artemisininas,D000962,antimaláricos
,D043168,angiostatinas,D000970,antineoplásicos
,D043169,endostatinas,D000970,antineoplásicos
,D047090,beta-lactamas,D000900,antibacterianos
,D048271,quitosana,D000924,anticolesterolemiantes
,D048271,quitosana,D002614,quelantes
,D048271,quitosana,D006490,hemostáticos
,D050858,betalaínas,D004396,corantes
,D050859,betacianinas,D004396,corantes
,D052203,ferumoxitol,D006397,hematínicos
,D052998,microcistinas,D002273,carcinógenos
,D053243,zanamivir,D000998,antivirais
,D053607,adrenomedulina,D000959,anti-hipertensivos
,D053607,adrenomedulina,D001993,broncodilatadores
,D053607,adrenomedulina,D002316,cardiotônicos
,D053607,adrenomedulina,D014665,vasodilatadores
,D053626,atovaquona,D000890,anti-infecciosos
,D053626,atovaquona,D000962,antimaláricos
,D053804,granzimas,D003603,citotoxinas
,D053959,alfa-amanitina,D011042,venenos
,D054199,isoefedrina,D001993,broncodilatadores
,D054353,perforina,D003603,citotoxinas
,D054659,dicetopiperazinas,D000900,antibacterianos
,D054709,lecitinas,D013501,tensoativos
,D054714,equinocandinas,D000935,antifúngicos
,D054811,fitoquelatinas,D002614,quelantes
,D054816,levopropoxifeno,D000996,antitussígenos
,D055231,lincosamidas,D000900,antibacterianos
,D058766,levoleucovorina,D000931,antídotos
,D060754,equol,D048789,fitoestrógenos
,D060848,agatoxinas,D009498,neurotoxinas
,D063325,tiaprida,D014150,antipsicóticos
,D064098,esomeprazol,D000897,antiulcerosos
,D064451,hepcidinas,D000890,anti-infecciosos
,D064687,diarilquinolinas,D000995,antituberculosos
,D064704,levofloxacino,D000900,antibacterianos
,D064705,racepinefrina,D001993,broncodilatadores
,D064705,racepinefrina,D009184,midriáticos
,D064705,racepinefrina,D013566,simpatomiméticos
,D064705,racepinefrina,D014662,vasoconstritores
,D064730,dexrazoxano,D000970,antineoplásicos
,D064730,dexrazoxano,D002316,cardiotônicos
,D064747,lansoprazol,D000897,antiulcerosos
,D064748,dexlansoprazol,D000897,antiulcerosos
,D064750,rabeprazol,D000897,antiulcerosos
,D064794,lorajmina,D000889,antiarrítmicos
,D064805,bunolol,D013565,simpatolíticos
,D065819,voriconazol,D000935,antifúngicos
